45.0,183,117,18,3.02,2.01,3.02,2.01,3.02,3.02,3.02,3.02,3.02,5.03,3,3,5,6,5,4,4,5,6,5,0.0,0.0,0.0,0.0012,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0076394372684109755,0.003055774907364391,0.0,0.0,0.0,0.0,0.0
45.0,183,117,18,2.01,1.01,2.01,1.01,2.01,1.01,1.01,1.01,2.01,1.01,1,5,3,3,3,2,2,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,183,117,18,5.03,4.02,3.02,3.02,5.03,8.05,5.03,6.04,5.03,5.03,1,3,3,2,2,2,2,1,1,1,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007639437268410977,0.0,0.0,0.0,0.0,0.0,0.0
45.0,183,117,18,6.04,5.03,5.03,5.03,5.03,5.03,4.02,4.02,5.03,4.02,1,1,0,1,1,1,2,1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,183,117,18,3.02,4.02,4.02,4.02,5.03,5.03,5.03,4.02,5.03,6.04,1,1,1,2,2,3,1,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,183,117,18,3.02,3.02,3.02,3.02,2.01,2.01,3.02,2.01,3.02,2.01,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
45.0,183,117,18,5.03,5.03,6.04,5.03,4.02,4.02,4.02,4.02,3.02,3.02,3,3,3,3,2,0,1,2,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
45.0,183,117,18,4.02,6.04,4.02,5.03,3.02,6.04,4.02,4.02,3.02,2.01,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
45.0,183,117,18,2.01,3.02,2.01,4.02,3.02,3.02,4.02,4.02,3.02,3.02,3,3,3,2,3,2,2,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,183,117,18,7.04,6.04,5.03,5.03,4.02,5.03,5.03,7.04,5.03,4.02,5,3,4,4,4,5,4,4,5,5,0.0036,0.0004,0.001,0.0,0.0008,0.0,0.0,0.0,0.002,0.0056,0.027501974166279516,0.005092958178940651,0.009549296585513721,0.0,0.007639437268410977,0.0,0.0,0.0,0.015278874536821955,0.04278084870310147
45.0,183,117,18,2.01,3.02,2.01,3.02,2.01,2.01,1.01,2.01,2.01,1.01,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
45.0,183,117,18,4.02,3.02,4.02,5.03,5.03,5.03,5.03,6.04,6.04,6.04,2,3,4,4,3,5,3,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.007639437268410977
45.0,183,117,18,3.02,3.02,3.02,4.02,5.03,4.02,4.02,4.02,4.02,3.02,6,3,4,4,4,4,4,5,3,4,0.0,0.0,0.0006,0.0004,0.0006,0.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.005729577951308232,0.0038197186342054886,0.005729577951308232,0.0,0.005729577951308232,0.0,0.0,0.0
45.0,183,117,18,3.02,4.02,4.02,3.02,6.04,3.02,4.02,3.02,5.03,5.03,4,4,5,4,5,5,5,4,5,4,0.0,0.0,0.0,0.0,0.0,0.001,0.0004,0.0004,0.0006,0.001,0.0,0.0,0.0,0.0,0.0,0.007639437268410977,0.003055774907364391,0.0038197186342054886,0.0045836623610465855,0.009549296585513721
45.0,183,117,18,4.02,5.03,3.02,4.02,2.01,3.02,3.02,2.01,3.02,2.01,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
45.0,183,117,18,3.02,3.02,3.02,4.02,3.02,4.02,3.02,3.02,2.01,3.02,2,3,3,3,4,3,4,2,4,3,0.0,0.0,0.0,0.0,0.0004,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038197186342054886,0.010185916357881302,0.0,0.0,0.0,0.0
45.0,183,117,18,5.03,4.02,4.02,5.03,5.03,5.03,6.04,5.03,4.02,4.02,0,0,2,2,3,3,3,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
45.0,183,117,18,3.02,4.02,4.02,4.02,4.02,4.02,5.03,4.02,4.02,6.04,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
45.0,183,117,18,5.03,5.03,6.04,5.03,6.04,4.02,5.03,4.02,4.02,5.03,1,3,1,2,3,5,2,3,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,183,117,18,3.02,2.01,2.01,2.01,2.01,2.01,2.01,3.02,2.01,3.02,1,3,4,6,5,5,5,5,5,5,0.0,0.0,0.0,0.0,0.0008,0.0046,0.0046,0.0034,0.002,0.0012,0.0,0.0,0.0,0.0,0.006111549814728782,0.035141411434690496,0.035141411434690496,0.025974086712597322,0.015278874536821955,0.009167324722093171
45.0,183,117,18,3.02,2.01,3.02,5.03,6.04,5.03,5.03,4.02,4.02,5.03,0,0,0,3,3,0,1,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0
45.0,183,117,18,5.03,5.03,4.02,5.03,5.03,4.02,4.02,5.03,5.03,5.03,3,1,0,0,0,0,2,2,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
45.0,183,117,18,4.02,4.02,4.02,4.02,4.02,3.02,4.02,3.02,3.02,5.03,5,6,4,5,4,7,7,5,8,6,0.0004,0.0018,0.0014,0.0018,0.006,0.015,0.0258,0.0128,0.0044,0.0036,0.003055774907364391,0.011459155902616465,0.01336901521971921,0.013750987083139758,0.057295779513082325,0.0818511135901176,0.14078391537500226,0.09778479703566051,0.021008452488130186,0.02291831180523293
45.0,183,117,18,2.01,2.01,2.01,2.01,2.01,1.01,2.01,2.01,2.01,2.01,3,2,3,3,4,4,4,6,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014,0.002,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008912676813146139,0.012732395447351628,0.0025464790894703256
45.0,183,117,18,4.02,4.02,3.02,4.02,4.02,4.02,4.02,3.02,3.02,3.02,2,3,2,3,3,3,3,3,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,183,117,18,5.03,5.03,4.02,5.03,5.03,4.02,5.03,5.03,4.02,4.02,2,0,4,3,1,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0
45.0,183,117,18,6.04,6.04,7.04,6.04,5.03,5.03,4.02,5.03,5.03,7.04,4,4,5,3,4,4,4,5,4,4,0.0,0.0022,0.0036,0.0004,0.001,0.0,0.0008,0.0,0.0,0.0,0.0,0.021008452488130186,0.027501974166279516,0.005092958178940651,0.009549296585513721,0.0,0.007639437268410977,0.0,0.0,0.0
45.0,183,117,18,6.04,6.04,6.04,5.03,6.04,5.03,4.02,5.03,5.03,4.02,2,3,0,0,0,0,0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0
45.0,183,117,18,5.03,5.03,4.02,4.02,4.02,5.03,5.03,4.02,7.04,5.03,3,4,4,2,3,4,3,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02291831180523293,0
45.0,183,117,18,4.02,3.02,3.02,4.02,3.02,4.02,5.03,5.03,5.03,5.03,0,2,2,2,3,4,4,3,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,183,117,18,4.02,4.02,4.02,4.02,5.03,4.02,4.02,4.02,6.04,2.01,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
45.0,183,117,18,3.02,3.02,2.01,2.01,3.02,2.01,3.02,2.01,3.02,2.01,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
45.0,183,117,18,2.01,3.02,2.01,2.01,3.02,2.01,3.02,3.02,3.02,4.02,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
45.0,183,117,18,1.01,1.01,1.01,0.0,1.01,1.01,1.01,1.01,1.01,1.01,1,2,3,2,2,2,1,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
45.0,183,117,18,4.02,5.03,4.02,5.03,3.02,4.02,4.02,4.02,4.02,4.02,9,7,8,3,2,5,6,4,5,4,0.0596,0.0448,0.0192,0.004,0.0,0.0004,0.0018,0.0014,0.0018,0.006,0.252950256220719,0.24446199258915122,0.09167324722093172,0.050929581789406514,0.0,0.003055774907364391,0.011459155902616465,0.01336901521971921,0.013750987083139758,0.057295779513082325
45.0,183,117,18,4.02,5.03,5.03,5.03,6.04,5.03,5.03,4.02,4.02,4.02,3,2,3,3,3,3,4,5,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038197186342054886
45.0,183,117,18,4.02,4.02,4.02,3.02,4.02,3.02,3.02,5.03,4.02,4.02,4,5,4,7,7,5,8,6,4,5,0.0014,0.0018,0.006,0.015,0.0258,0.0128,0.0044,0.0036,0.0022,0.0008,0.01336901521971921,0.013750987083139758,0.057295779513082325,0.0818511135901176,0.14078391537500226,0.09778479703566051,0.021008452488130186,0.02291831180523293,0.021008452488130186,0.006111549814728782
45.0,183,117,18,3.02,2.01,2.01,1.01,2.01,1.01,2.01,1.01,2.01,1.01,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
45.0,183,117,18,5.03,3.02,4.02,3.02,2.01,3.02,2.01,3.02,2.01,2.01,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
45.0,183,117,18,2.01,3.02,3.02,3.02,3.02,4.02,4.02,4.02,3.02,3.02,0,0,0,0,0,0,2,3,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
45.0,183,117,18,3.02,3.02,4.02,3.02,3.02,3.02,3.02,2.01,2.01,2.01,6,4,5,4,4,4,4,2,1,1,0.0,0.0004,0.0004,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038197186342054886,0.003055774907364391,0.007639437268410977,0.0,0.0,0.0,0.0,0.0,0.0
45.0,183,117,18,4.02,5.03,4.02,3.02,3.02,4.02,4.02,5.03,5.03,5.03,0,7,0,0,1,1,2,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0
45.0,183,117,18,3.02,3.02,6.04,6.04,6.04,7.04,4.02,3.02,4.02,4.02,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
45.0,183,117,18,4.02,7.04,5.03,7.04,6.04,6.04,5.03,7.04,5.03,5.03,2,1,0,0,0,4,5,4,1,2,0.0,0.0006,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.02291831180523293,0,0,0,0.0,0.007639437268410977,0.0,0.0,0.0
45.0,183,117,18,3.02,3.02,3.02,3.02,3.02,5.03,5.03,4.02,4.02,3.02,5,4,4,5,6,5,4,2,5,4,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003055774907364391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,183,117,18,4.02,3.02,3.02,3.02,3.02,4.02,3.02,2.01,4.02,3.02,3,3,3,4,4,4,2,3,4,4,0.0,0.0,0.0,0.0,0.0004,0.0,0.0004,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0038197186342054886,0.0,0.007639437268410977,0.005092958178940651,0.0,0.0
45.0,183,117,18,3.02,3.02,4.02,4.02,4.02,3.02,3.02,4.02,3.02,3.02,0,0,0,2,3,1,2,4,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,183,117,18,3.02,4.02,3.02,3.02,3.02,3.02,2.01,2.01,2.01,3.02,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
45.0,183,117,18,5.03,4.02,7.04,5.03,7.04,6.04,6.04,5.03,7.04,5.03,3,2,1,0,0,0,4,5,4,1,0.0,0.0,0.0006,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.02291831180523293,0,0,0,0.0,0.007639437268410977,0.0,0.0
45.0,183,117,18,1.01,2.01,1.01,1.01,1.01,1.01,2.01,2.01,2.01,3.02,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0
45.0,183,117,18,3.02,4.02,4.02,4.02,5.03,7.04,6.04,6.04,5.03,5.03,1,2,2,3,2,2,2,2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,183,117,18,2.01,3.02,3.02,5.03,4.02,3.02,4.02,3.02,3.02,3.02,6,4,3,3,1,4,3,3,3,3,0.0004,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025464790894703256,0.009549296585513721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,183,117,18,3.02,3.02,3.02,3.02,2.01,2.01,2.01,2.01,2.01,2.01,4,4,4,4,2,1,1,1,2,0,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007639437268410977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
45.0,183,117,18,4.02,5.03,4.02,5.03,4.02,5.03,5.03,4.02,8.05,4.02,1,3,1,2,3,0,2,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0
45.0,183,117,18,4.02,3.02,4.02,3.02,3.02,3.02,3.02,3.02,3.02,2.01,6,6,8,8,5,5,4,4,2,2,0.0074,0.009,0.0088,0.0046,0.0026,0.0016,0.0004,0.0004,0.0,0.0,0.04710986315520102,0.05729577951308232,0.04201690497626037,0.02196338214668156,0.01986253689786854,0.012223099629457564,0.0038197186342054886,0.0038197186342054886,0.0,0.0
45.0,183,117,18,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,3.02,5,3,3,2,4,2,4,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,183,117,18,2.01,2.01,3.02,2.01,3.02,2.01,3.02,3.02,3.02,3.02,4,5,3,3,5,6,5,4,4,5,0.0,0.0,0.0,0.0,0.0,0.0012,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0076394372684109755,0.003055774907364391,0.0,0.0,0.0
45.0,183,117,18,4.02,5.03,6.04,6.04,3.02,3.02,4.02,5.03,3.02,3.02,0,0,3,0,0,0,2,3,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0
45.0,183,117,18,4.02,5.03,4.02,5.03,3.02,4.02,3.02,3.02,2.01,5.03,1,3,2,1,1,0,0,4,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0
45.0,183,117,18,3.02,3.02,3.02,3.02,4.02,3.02,2.01,4.02,3.02,2.01,3,3,4,4,4,2,3,4,4,3,0.0,0.0,0.0,0.0004,0.0,0.0004,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0038197186342054886,0.0,0.007639437268410977,0.005092958178940651,0.0,0.0,0.0
45.0,183,117,18,1.01,0.0,1.01,1.01,1.01,1.01,1.01,1.01,1.01,2.01,3,2,2,2,1,3,0,0,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
45.0,183,117,18,2.01,2.01,3.02,2.01,3.02,2.01,3.02,2.01,2.01,1.01,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
45.0,183,117,18,3.02,3.02,4.02,4.02,3.02,5.03,4.02,5.03,4.02,5.03,0,0,0,1,1,2,1,3,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,183,117,18,3.02,4.02,3.02,2.01,3.02,3.02,4.02,4.02,4.02,3.02,1,2,3,2,4,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
45.0,183,117,18,5.03,3.02,3.02,3.02,4.02,5.03,4.02,3.02,4.02,3.02,3,1,3,2,2,3,3,3,4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,183,117,18,3.02,3.02,3.02,3.02,4.02,4.02,3.02,4.02,3.02,2.01,2,4,4,4,2,2,1,2,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,183,117,18,5.03,5.03,5.03,5.03,6.04,6.04,6.04,7.04,7.04,6.04,4,3,5,3,1,0,2,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.007639437268410977,0.0,0.0,0.0
45.0,183,117,18,2.01,1.01,2.01,2.01,2.01,2.01,3.02,3.02,5.03,4.02,4,4,4,6,6,6,4,3,3,1,0.0,0.0,0.0,0.0014,0.002,0.0004,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.008912676813146139,0.012732395447351628,0.0025464790894703256,0.009549296585513721,0.0,0.0,0.0
45.0,183,117,18,2.01,3.02,3.02,4.02,3.02,4.02,3.02,3.02,3.02,3.02,6,4,7,6,6,8,8,5,5,4,0.0036,0.005,0.0058,0.0074,0.009,0.0088,0.0046,0.0026,0.0016,0.0004,0.02291831180523293,0.047746482927568605,0.03164909725484547,0.04710986315520102,0.05729577951308232,0.04201690497626037,0.02196338214668156,0.01986253689786854,0.012223099629457564,0.0038197186342054886
45.0,183,117,18,2.01,2.01,2.01,3.02,3.02,5.03,4.02,3.02,4.02,3.02,6,6,6,4,3,3,1,4,3,3,0.0014,0.002,0.0004,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.008912676813146139,0.012732395447351628,0.0025464790894703256,0.009549296585513721,0.0,0.0,0.0,0.0,0.0,0.0
45.0,183,117,18,4.02,6.04,2.01,4.02,5.03,3.02,3.02,3.02,3.02,2.01,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
45.0,183,117,18,5.03,5.03,4.02,3.02,4.02,2.01,3.02,3.02,3.02,4.02,4,5,5,5,4,4,4,6,4,5,0.0,0.0012,0.0016,0.0008,0.0,0.0,0.0,0.0,0.0004,0.0004,0.0,0.009167324722093171,0.012223099629457564,0.006111549814728782,0.0,0.0,0.0,0.0,0.0038197186342054886,0.003055774907364391
45.0,183,117,18,2.01,3.02,4.02,3.02,3.02,4.02,4.02,3.02,5.03,4.02,2,3,0,0,0,0,1,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
45.0,183,117,18,2.01,2.01,3.02,2.01,2.01,1.01,3.02,2.01,3.02,3.02,3,3,1,1,1,2,0,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
45.0,183,117,18,4.02,5.03,4.02,3.02,4.02,3.02,5.03,6.04,8.05,7.04,2,3,3,3,4,5,4,3,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,183,117,18,4.02,4.02,3.02,4.02,4.02,3.02,4.02,4.02,4.02,4.02,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
45.0,183,117,18,4.02,2.01,2.01,3.02,2.01,2.01,2.01,2.01,2.01,2.01,5,6,4,6,7,5,6,4,4,0,0.0004,0.0008,0.0008,0.0008,0.0018,0.0016,0.0,0.0,0.0,0.0,0.003055774907364391,0.005092958178940651,0.007639437268410977,0.005092958178940651,0.009822133630814111,0.012223099629457564,0.0,0.0,0.0,0
45.0,183,117,18,3.02,2.01,3.02,2.01,2.01,1.01,2.01,2.01,1.01,2.01,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
45.0,183,117,18,4.02,3.02,4.02,4.02,4.02,4.02,4.02,4.02,3.02,4.02,0,0,0,0,0,0,1,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0
45.0,183,117,18,4.02,2.01,3.02,3.02,3.02,4.02,3.02,3.02,3.02,3.02,4,4,4,6,4,5,4,4,4,4,0.0,0.0,0.0,0.0,0.0004,0.0004,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038197186342054886,0.003055774907364391,0.007639437268410977,0.0,0.0,0.0
45.0,183,117,18,4.02,3.02,3.02,2.01,3.02,2.01,4.02,3.02,3.02,4.02,3,3,1,3,3,3,2,3,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,183,117,18,2.01,3.02,2.01,3.02,4.02,4.02,4.02,5.03,7.04,6.04,2,1,2,1,2,2,3,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,183,117,18,3.02,4.02,3.02,4.02,3.02,5.03,4.02,5.03,4.02,6.04,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
45.0,183,117,18,4.02,4.02,4.02,3.02,4.02,4.02,4.02,4.02,3.02,3.02,2,2,3,2,3,3,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,183,117,18,6.04,8.05,7.04,7.04,5.03,6.04,6.04,5.03,5.03,6.04,3,1,3,3,3,4,3,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038197186342054886,0.0,0.0,0.0,0.0
45.0,183,117,18,3.02,3.02,2.01,3.02,3.02,2.01,2.01,3.02,3.02,4.02,5,2,4,4,4,6,6,4,7,6,0.0,0.0,0.0004,0.0004,0.0026,0.0032,0.0036,0.005,0.0058,0.0074,0.0,0.0,0.0038197186342054886,0.0038197186342054886,0.024828171122335672,0.020371832715762605,0.02291831180523293,0.047746482927568605,0.03164909725484547,0.04710986315520102
45.0,183,117,18,4.02,4.02,6.04,4.02,5.03,3.02,6.04,4.02,4.02,3.02,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
45.0,183,117,18,3.02,3.02,2.01,3.02,4.02,4.02,5.03,4.02,5.03,5.03,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
45.0,183,117,18,3.02,2.01,3.02,3.02,2.01,2.01,3.02,3.02,4.02,3.02,2,4,4,4,6,6,4,7,6,6,0.0,0.0004,0.0004,0.0026,0.0032,0.0036,0.005,0.0058,0.0074,0.009,0.0,0.0038197186342054886,0.0038197186342054886,0.024828171122335672,0.020371832715762605,0.02291831180523293,0.047746482927568605,0.03164909725484547,0.04710986315520102,0.05729577951308232
45.0,183,117,18,5.03,4.02,4.02,5.03,5.03,6.04,5.03,3.02,3.02,4.02,0,0,1,1,0,1,2,2,3,3,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.038197186342054885,0,0.0,0.0,0.0,0.0,0.0
45.0,183,117,18,4.02,3.02,3.02,3.02,3.02,2.01,3.02,3.02,2.01,2.01,4,3,3,5,2,4,4,4,6,6,0.0,0.0,0.0,0.0,0.0,0.0004,0.0004,0.0026,0.0032,0.0036,0.0,0.0,0.0,0.0,0.0,0.0038197186342054886,0.0038197186342054886,0.024828171122335672,0.020371832715762605,0.02291831180523293
